TransactionID,CustomerCode,Accessories_name,Accessories_subname,Unitprice,Unit,SalesValue
P149506,0413A$000001334,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P149507,0413A0000000050,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P149508,0413A0000000090,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P149509,0413A0000000178,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P149513,0413A0000000594,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P149520,0413BI000000006,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P149522,0413BI000000108,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P149523,0413BI000000118,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P149524,0413BI000000121,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P149525,0413BI000000128,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P149527,0413BI000000154,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P149536,0413BP000000046,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P149539,0413BP000000365,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P149549,0513A8000000218,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P149551,0513A8000000343,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P149553,0513A8000000550,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P149560,0513AA000000034,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P149561,0513AA000000122,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P149568,0513AA000000711,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P149569,0513AA000000962,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P149570,0513AA000001131,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P149571,0513AA000001217,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P149572,0513AA000001304,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P149573,0513AA000001316,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P149582,0313BX000000148,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P149585,0313BX000000177,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P149586,0313BX000000180,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P149590,0313BX000000374,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P149595,0313BZ000000261,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P149596,0313BZ000000265,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P149598,0313BZ000000328,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P149601,0313CA000000002,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P149605,0313CH000000035,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P149607,0313CI000000011,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P149608,0413A0000000846,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P149614,0413A1000000014,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P149618,0413A4000000125,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P149619,0413A6000000003,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P149620,0413A6000000017,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P149621,0413A7000000062,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P149622,0413A7000000137,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P149623,0413A7000000311,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P149628,0413A8000000122,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P149632,0413A8000000325,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P149634,0413A8000000601,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P149641,0413AA000003155,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P149644,0413AA000003464,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P149646,0413AA000003532,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P149647,0413AA000003981,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P149649,0413AA000004083,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P149651,0413AA000004215,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P149661,0413AB000000428,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P149665,0413AB000000679,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P149667,0413AB000000691,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P149669,0413EB000000284,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P149670,0413EB000000338,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P149677,0413EB000000618,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P149682,0413EC000000735,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P149686,0413EN000000151,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P149689,0413EP000000145,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P149691,0413EP000000149,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P149693,0413EP000000308,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P149697,0413EP000000710,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P149700,0313DB000000473,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P149703,0313DB000000498,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P149704,0313DC000000022,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P149705,0313DC000000100,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P149706,0313DC000000245,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P149709,0313DE000000038,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P149713,0313DF000000160,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P149714,0313DF000000195,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P149715,0313DF000000218,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P149717,0313DF000000663,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P149720,0313DG000000176,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P149724,0313DH000000136,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P149729,0413AQ000000443,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P149731,0413AQ000000471,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P149732,0413AQ000000534,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P149744,0413AS000000755,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P149746,0413AT000000074,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P149747,0413AT000000125,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P149748,0413AT000000321,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P149749,0413AT000000434,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P149750,0413AT000000510,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P149752,0413AT000000620,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P149763,0413CY000000199,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P149765,0413CY000000362,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P149766,0413CY000000397,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P149768,0413CY000000604,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P149772,0413CZ000000196,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P149773,0413CZ000000208,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P149776,0413CZ000000375,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P149778,0413DB000000058,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P149781,0413DB000000176,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P149784,0413DB000000356,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P149792,0413AK000000841,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P149793,0413AK000000920,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P149795,0413AK000001013,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P149796,0413AK000001077,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P149797,0413AK000001128,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P149800,0413AN000000375,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P149802,0413AN000000449,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P149805,0413AN000000718,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P149807,0413AN000000884,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P149810,0413AQ000000114,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P149812,0413AQ000000267,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P149813,0413AQ000000326,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P149825,0313DF000000176,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P149828,0313DF000000473,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P149836,0313DH000000368,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P149837,0313DH000000507,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P149838,0313DI000000144,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P149839,0313DI000000246,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P149841,0313DI000000349,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P149844,0313DI000000406,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P149850,0413CM000000137,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P149852,0413CP000000168,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P149853,0413CP000000467,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P149855,0413CR000000086,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P149861,0413CR000000306,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P149862,0413CR000000321,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P149864,0413CR000000398,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P149866,0413CR000000462,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P149869,0413CU000000055,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P149879,0413BX000000490,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P149880,0413BX000000501,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P149885,0413BZ000000311,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P149887,0413BZ000000373,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P149889,0413CA000000031,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P149891,0413CA000000068,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P149894,0413CI000000048,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P149895,0413CI000000051,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P149896,0413CI000000061,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P149899,0413CJ000000041,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P149901,0413CJ000000135,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P149903,0413CJ000000202,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P149904,0413CJ000000243,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P149905,0413CK000000018,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P149906,0413CK000000047,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P149908,0313CI000000120,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P149909,0313CI000000169,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P149911,0313CJ000000011,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P149914,0313CJ000000165,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P149915,0313CJ000000211,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P149916,0313CK000000006,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P149917,0313CL000000010,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P149918,0313CL000000068,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P149921,0313CL000000163,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P149923,0313CL000000386,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P149926,0313CM000000010,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P149932,0313CP000000122,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P149936,0313CP000000371,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P149940,0513AA000002150,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P149943,0513AA000002264,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P149944,0513AA000002519,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P149950,0513AA000002987,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P149954,0513AA000003402,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P149964,0513AA000004163,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P149970,0313CZ000000142,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P149975,0313CZ000000504,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P149978,0313DB000000407,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P149982,0313DC000000038,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P149983,0313DC000000057,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P149985,0313DC000000085,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P149990,0313DF000000658,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P149991,0313DF000000704,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P149995,0313DI000000080,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P149996,0313DI000000129,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P149997,0313DI000000131,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P149998,0313CY000000823,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P149999,0313CZ000000025,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P150001,0313CZ000000260,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P150002,0313CZ000000401,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P150003,0313CZ000000427,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P150006,0313DB000000440,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P150012,0313DE000000107,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P150013,0313DE000000143,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P150020,0313DF000000262,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P150022,0313DF000000503,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P150026,0313DG000000101,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P150029,0413BU000000280,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P150031,0413BX000000123,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P150032,0413BX000000129,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P150035,0413BX000000329,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P150040,0413BY000000421,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P150041,0413BZ000000032,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P150042,0413BZ000000159,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P150044,0413BZ000000324,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P150045,0413BZ000000349,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P150046,0413CH000000024,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P150047,0413CI000000005,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P150048,0413CI000000014,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P150049,0413CI000000123,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P150050,0413CJ000000053,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P150056,0413CK000000049,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P150062,0313DI000000391,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P150063,0313DI000000404,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P150064,0313DJ000000027,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P150068,0313DK000000048,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P150071,0313DL000000001,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P150072,0313DL000000008,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P150073,0313DL000000025,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P150074,0313DM000000039,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P150077,0313DN000000041,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P150078,0313DN000000105,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P150079,0313DO000000008,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P150081,0313DO000000034,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P150083,0313DP000000287,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P150086,0313DQ000000032,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P150088,0413EP000000874,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P150089,0413EP000000882,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P150091,0413EP000000964,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P150092,0413EP000000995,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P150094,0413EP000001211,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P150098,0413HD000000101,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P150103,0413HD000000266,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P150104,0413HD000000425,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P150105,0413HD000000434,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P150113,0508MH000000753,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P150116,0508QH000002588,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P150117,0509A$000000649,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P150118,0413A0000001120,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P150119,0413A0000001123,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P150122,0413A1000000076,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P150125,0413A2000000243,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P150126,0413A3000000017,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P150129,0413A4000000043,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P150130,0413A4000000051,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P150131,0413A4000000060,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P150133,0413A5000000097,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P150134,0413A5000000194,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P150138,0413A7000000342,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P150142,0413A8000000058,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P150143,0413A8000000168,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P150145,0413A8000000346,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P150150,0413AC000000180,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P150151,0413AC000000327,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P150154,0413AC000000728,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P150155,0413AC000000792,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P150158,0413AG000000299,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P150163,0413AG000000789,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P150165,0413AI000000335,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P150169,0413AI000000436,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P150171,0413AI000000557,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P150179,0413AV000000023,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P150181,0413AV000000062,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P150183,0413AV000000236,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P150186,0413AW000000258,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P150193,0413AY000000321,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P150196,0413AY000000444,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P150198,0413AY000000679,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P150199,0413AY000000807,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P150202,0413BD000000005,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P150203,0413BD000000065,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P150216,0413AA000000327,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P150218,0413AA000000488,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P150223,0413AA000000736,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P150224,0413AA000000969,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P150226,0413AA000001273,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P150230,0413AA000001385,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P150234,0413AA000001490,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P150235,0413AA000001601,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P150236,0413AA000001672,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P150241,0313DK000000077,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P150242,0313DK000000100,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P150244,0313DM000000034,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P150245,0313DM000000196,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P150249,0313DN000000087,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P150251,0313DO000000001,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P150252,0313DO000000021,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P150253,0313DO000000023,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P150256,0313DO000000039,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P150259,0313DP000000167,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P150263,0313DP000000346,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P150276,0513AB000000140,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P150277,0513AB000000191,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P150284,0513AB000000470,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P150285,0513AB000000591,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P150295,0513AC000000330,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P150298,0513AC000000741,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P150306,0313CR000000420,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P150309,0313CU000000142,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P150310,0313CU000000143,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P150311,0313CU000000300,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P150313,0313CW000000135,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P150315,0313CW000000230,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P150326,0313CZ000000290,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P150328,0313CZ000000374,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P150337,0413BG000000174,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
P150338,0413BG000000202,Ốp lưng da,Ốp lưng/ Cường lực,120000,1,120000
P150343,0413BG000000419,Ốp lưng cao cấp,Ốp lưng/ Cường lực,200000,1,200000
P150347,0413BG000000555,Ốp lưng chính hãng,Ốp lưng/ Cường lực,490000,1,490000
P150349,0413BG000000763,Dán màn hình cao cấp,Ốp lưng/ Cường lực,99000,1,99000
P150351,0413BG000000809,Củ sạc nhanh,Củ sạc/ Cáp sạc,450000,1,450000
P150354,0413BH000000167,Củ sạc 3in1,Củ sạc/ Cáp sạc,499000,1,499000
P150355,0413BH000000245,Dây sạc nhanh,Củ sạc/ Cáp sạc,189000,1,189000
P150368,0413AS000000202,Bảo hiểm rơi vỡ,Bảo hiểm,789000,1,789000
